  4.934820e+03  5.081615e-03
  4.806990e+03  1.385900e-03
  4.682470e+03  1.539900e-04
  4.561180e+03  1.077930e-03
  4.443030e+03  1.231915e-03
  4.327940e+03  1.077925e-03
  4.215830e+03  6.159600e-04
  4.106630e+03  1.693880e-03
  4.000250e+03  1.539885e-03
  3.896630e+03  1.385910e-03
  3.795700e+03  1.693880e-03
  3.697380e+03  1.231915e-03
  3.601600e+03  2.155840e-03
  3.508310e+03  1.693880e-03
  3.417430e+03  2.155840e-03
  3.328910e+03  3.541725e-03
  3.242680e+03  4.157685e-03
  3.158680e+03  3.233750e-03
  3.076860e+03  3.079775e-03
  2.997160e+03  5.081615e-03
  2.919530e+03  4.619645e-03
  2.843900e+03  4.003695e-03
  2.770230e+03  5.543575e-03
  2.698480e+03  5.697560e-03
  2.628580e+03  5.235605e-03
  2.560490e+03  7.699435e-03
  2.494160e+03  8.007376e-03
  2.429550e+03  1.016323e-02
  2.366620e+03  9.239331e-03
  2.305320e+03  9.547325e-03
  2.245600e+03  9.855244e-03
  2.187430e+03  1.185715e-02
  2.130770e+03  1.385895e-02
  2.075580e+03  1.709290e-02
  2.021810e+03  1.894060e-02
  1.969440e+03  1.817065e-02
  1.918430e+03  1.955650e-02
  1.868730e+03  2.340625e-02
  1.820330e+03  2.771790e-02
  1.773170e+03  2.879580e-02
  1.727240e+03  3.326135e-02
  1.682500e+03  3.695710e-02
  1.638920e+03  3.695710e-02
  1.596470e+03  4.126885e-02
  1.555110e+03  4.511855e-02
  1.514830e+03  5.097015e-02
  1.475590e+03  5.712960e-02
  1.437370e+03  6.667680e-02
  1.400140e+03  6.713855e-02
  1.363870e+03  7.607005e-02
  1.328540e+03  9.023665e-02
  1.294120e+03  9.624220e-02
  1.260600e+03  9.993765e-02
  1.227950e+03  1.074830e-01
  1.196140e+03  1.251925e-01
  1.165160e+03  1.362800e-01
  1.134980e+03  1.385900e-01
  1.105580e+03  1.626135e-01
  1.076940e+03  1.664630e-01
  1.049040e+03  1.927920e-01
  1.021870e+03  2.138890e-01
  9.953980e+02  2.354465e-01
  9.696140e+02  2.448405e-01
  9.444970e+02  3.027420e-01
  9.200320e+02  3.346160e-01
  8.962000e+02  3.666460e-01
  8.729850e+02  4.100715e-01
  8.503720e+02  4.601165e-01
  8.283450e+02  5.038480e-01
  8.068880e+02  5.645220e-01
  7.859870e+02  6.304275e-01
  7.656270e+02  6.977205e-01
  7.457950e+02  7.719425e-01
  7.264760e+02  8.433934e-01
  7.076580e+02  9.602745e-01
  6.893270e+02  1.081150e+00
  6.714710e+02  1.168155e+00
  6.540780e+02  1.297505e+00
  6.371350e+02  1.432710e+00
  6.206310e+02  1.612110e+00
  6.045550e+02  1.777170e+00
  5.888950e+02  1.949495e+00
  5.736410e+02  2.178320e+00
  5.587810e+02  2.371580e+00
  5.443070e+02  2.583755e+00
  5.302080e+02  2.892820e+00
  5.164740e+02  3.140285e+00
  5.030950e+02  3.506625e+00
  4.900630e+02  3.760235e+00
  4.773690e+02  4.176625e+00
  4.650040e+02  4.562980e+00
  4.529580e+02  5.019710e+00
  4.412250e+02  5.456115e+00
  4.297960e+02  5.938560e+00
  4.186630e+02  6.493070e+00
  4.078180e+02  7.007090e+00
  3.972540e+02  7.655210e+00
  3.869640e+02  8.300896e+00
  3.769400e+02  9.170620e+00
  3.671770e+02  9.894500e+00
  3.576650e+02  1.072735e+01
  3.484010e+02  1.163055e+01
  3.393760e+02  1.255345e+01
  3.305850e+02  1.341055e+01
  3.220220e+02  1.444655e+01
  3.136800e+02  1.555645e+01
  3.055550e+02  1.653190e+01
  2.976400e+02  1.776410e+01
  2.899300e+02  1.912025e+01
  2.824200e+02  2.047055e+01
  2.751040e+02  2.200600e+01
  2.679780e+02  2.333370e+01
  2.610370e+02  2.495265e+01
  2.542750e+02  2.633010e+01
  2.476890e+02  2.821260e+01
  2.412730e+02  3.010325e+01
